,Predicted_Survived,PassengerDiedProbability,PassengerSurvivedProbability
856,died,0.814049587,0.185950413
857,died,0.814049587,0.185950413
858,died,0.814049587,0.185950413
859,survived,0.184615385,0.815384615
860,died,0.814049587,0.185950413
861,died,0.814049587,0.185950413
862,survived,0.184615385,0.815384615
863,survived,0.184615385,0.815384615
864,died,0.814049587,0.185950413
865,survived,0.184615385,0.815384615
866,died,0.814049587,0.185950413
867,died,0.814049587,0.185950413
868,died,0.814049587,0.185950413
869,died,0.814049587,0.185950413
870,died,0.814049587,0.185950413
871,died,0.814049587,0.185950413
872,survived,0.25,0.75
873,survived,0.184615385,0.815384615
874,died,0.814049587,0.185950413
875,survived,0.184615385,0.815384615
876,died,0.814049587,0.185950413
877,died,0.814049587,0.185950413
878,survived,0.184615385,0.815384615
879,survived,0.184615385,0.815384615
880,died,0.814049587,0.185950413
881,survived,0.184615385,0.815384615
882,died,0.814049587,0.185950413
883,died,0.814049587,0.185950413
884,survived,0.184615385,0.815384615
885,survived,0.184615385,0.815384615
886,died,0.814049587,0.185950413
887,survived,0.184615385,0.815384615
888,survived,0.184615385,0.815384615
889,died,0.814049587,0.185950413
890,died,0.814049587,0.185950413
891,died,0.814049587,0.185950413
892,died,0.814049587,0.185950413
893,died,0.814049587,0.185950413
894,survived,0.184615385,0.815384615
895,died,0.814049587,0.185950413
896,died,0.814049587,0.185950413
897,survived,0.184615385,0.815384615
898,survived,0.25,0.75
899,died,0.814049587,0.185950413
900,died,0.814049587,0.185950413
901,survived,0.184615385,0.815384615
902,died,0.814049587,0.185950413
903,died,0.814049587,0.185950413
904,died,0.814049587,0.185950413
905,survived,0.184615385,0.815384615
906,survived,0.184615385,0.815384615
907,died,0.814049587,0.185950413
908,died,0.814049587,0.185950413
909,survived,0.184615385,0.815384615
910,survived,0.25,0.75
911,survived,0.25,0.75
912,survived,0.184615385,0.815384615
913,survived,0.184615385,0.815384615
914,survived,0.184615385,0.815384615
915,survived,0.25,0.75
916,survived,0.25,0.75
917,survived,0.25,0.75
918,died,0.814049587,0.185950413
919,died,0.814049587,0.185950413
920,survived,0.184615385,0.815384615
921,died,0.814049587,0.185950413
922,died,0.814049587,0.185950413
923,died,0.814049587,0.185950413
924,survived,0.25,0.75
925,survived,0.184615385,0.815384615
926,survived,0.184615385,0.815384615
927,died,0.814049587,0.185950413
928,died,0.814049587,0.185950413
929,died,0.814049587,0.185950413
930,died,0.814049587,0.185950413
931,died,0.814049587,0.185950413
932,survived,0.184615385,0.815384615
933,died,0.814049587,0.185950413
934,died,0.814049587,0.185950413
935,survived,0.184615385,0.815384615
936,died,0.814049587,0.185950413
937,died,0.814049587,0.185950413
938,died,0.814049587,0.185950413
939,died,0.814049587,0.185950413
940,died,0.814049587,0.185950413
941,died,0.814049587,0.185950413
942,survived,0.25,0.75
943,survived,0.25,0.75
944,survived,0.25,0.75
945,survived,0.25,0.75
946,survived,0.184615385,0.815384615
947,survived,0.184615385,0.815384615
948,died,0.814049587,0.185950413
949,died,0.814049587,0.185950413
950,survived,0.184615385,0.815384615
951,survived,0.184615385,0.815384615
952,died,0.814049587,0.185950413
953,survived,0.184615385,0.815384615
954,died,0.814049587,0.185950413
955,died,0.814049587,0.185950413
956,died,0.814049587,0.185950413
957,died,0.814049587,0.185950413
958,died,0.814049587,0.185950413
959,died,0.814049587,0.185950413
960,survived,0.184615385,0.815384615
961,died,0.814049587,0.185950413
962,survived,0.184615385,0.815384615
963,survived,0.184615385,0.815384615
964,survived,0.184615385,0.815384615
965,died,0.814049587,0.185950413
966,died,0.814049587,0.185950413
967,died,0.814049587,0.185950413
968,died,0.814049587,0.185950413
969,died,0.814049587,0.185950413
970,died,0.814049587,0.185950413
971,died,0.814049587,0.185950413
972,survived,0.184615385,0.815384615
973,survived,0.25,0.75
974,died,0.814049587,0.185950413
975,survived,0.184615385,0.815384615
976,survived,0.184615385,0.815384615
977,died,0.814049587,0.185950413
978,survived,0.184615385,0.815384615
979,died,0.814049587,0.185950413
980,died,0.814049587,0.185950413
981,died,0.814049587,0.185950413
982,died,0.814049587,0.185950413
983,survived,0.184615385,0.815384615
984,died,0.814049587,0.185950413
985,died,0.814049587,0.185950413
986,died,0.814049587,0.185950413
987,survived,0.184615385,0.815384615
988,died,0.814049587,0.185950413
989,died,0.814049587,0.185950413
990,survived,0.184615385,0.815384615
991,survived,0.184615385,0.815384615
992,died,0.814049587,0.185950413
993,died,0.814049587,0.185950413
994,died,0.814049587,0.185950413
995,died,0.814049587,0.185950413
996,died,0.814049587,0.185950413
997,died,0.814049587,0.185950413
998,died,0.814049587,0.185950413
999,died,0.814049587,0.185950413
1000,survived,0.25,0.75
1001,survived,0.184615385,0.815384615
1002,died,0.814049587,0.185950413
1003,died,0.814049587,0.185950413
1004,died,0.814049587,0.185950413
1005,died,0.814049587,0.185950413
1006,survived,0.25,0.75
1007,survived,0.184615385,0.815384615
1008,survived,0.184615385,0.815384615
1009,died,0.814049587,0.185950413
1010,survived,0.184615385,0.815384615
1011,survived,0.184615385,0.815384615
1012,died,0.814049587,0.185950413
1013,died,0.814049587,0.185950413
1014,survived,0.184615385,0.815384615
1015,died,0.814049587,0.185950413
1016,survived,0.184615385,0.815384615
1017,died,0.814049587,0.185950413
1018,died,0.814049587,0.185950413
1019,died,0.814049587,0.185950413
1020,died,0.814049587,0.185950413
1021,survived,0.184615385,0.815384615
1022,died,0.814049587,0.185950413
1023,died,0.814049587,0.185950413
1024,survived,0.184615385,0.815384615
1025,died,0.814049587,0.185950413
1026,died,0.814049587,0.185950413
1027,survived,0.184615385,0.815384615
1028,died,0.814049587,0.185950413
1029,died,0.814049587,0.185950413
1030,died,0.814049587,0.185950413
1031,survived,0.184615385,0.815384615
1032,died,0.814049587,0.185950413
1033,died,0.814049587,0.185950413
1034,died,0.814049587,0.185950413
1035,survived,0.184615385,0.815384615
1036,died,0.814049587,0.185950413
1037,died,0.814049587,0.185950413
1038,died,0.814049587,0.185950413
1039,died,0.814049587,0.185950413
1040,died,0.814049587,0.185950413
1041,survived,0.184615385,0.815384615
1042,died,0.814049587,0.185950413
1043,survived,0.184615385,0.815384615
1044,died,0.814049587,0.185950413
1045,died,0.814049587,0.185950413
1046,died,0.814049587,0.185950413
