,Predicted_Survived,PassengerDiedProbability,PassengerSurvivedProbability
851,died,0.887533682,0.112466318
852,died,0.897942838,0.102057162
853,died,0.905881911,0.094118089
854,survived,0.339174641,0.660825359
855,died,0.903239865,0.096760135
856,died,0.893674871,0.106325129
857,died,0.890327553,0.109672447
858,died,0.900321464,0.099678536
859,survived,0.363401603,0.636598397
860,died,0.905427099,0.094572901
861,died,0.904047856,0.095952144
862,survived,0.302960871,0.697039129
863,survived,0.37289186,0.62710814
864,died,0.885251356,0.114748644
865,survived,0.303856088,0.696143912
866,died,0.902608763,0.097391237
867,died,0.888492918,0.111507082
868,died,0.893674871,0.106325129
869,died,0.888492918,0.111507082
870,died,0.899177007,0.100822993
871,died,0.89519469,0.10480531
872,died,0.791696392,0.208303608
873,survived,0.276376214,0.723623786
874,died,0.904776424,0.095223576
875,survived,0.34298369,0.65701631
876,died,0.882297384,0.117702616
877,died,0.890327553,0.109672447
878,survived,0.302960871,0.697039129
879,survived,0.121511325,0.878488675
880,died,0.833689622,0.166310378
881,survived,0.233756896,0.766243104
882,died,0.904047856,0.095952144
883,died,0.856129408,0.143870592
884,survived,0.280180181,0.719819819
885,survived,0.359378001,0.640621999
886,died,0.899177007,0.100822993
887,survived,0.317670413,0.682329587
888,survived,0.350080538,0.649919462
889,died,0.888492918,0.111507082
890,died,0.907760715,0.092239285
891,died,0.907275781,0.092724219
892,died,0.888492918,0.111507082
893,died,0.899760293,0.100239707
894,survived,0.335196394,0.664803606
895,died,0.896313039,0.103686961
896,died,0.892053644,0.107946356
897,survived,0.335196394,0.664803606
898,died,0.806422106,0.193577894
899,died,0.899177007,0.100822993
900,died,0.873248302,0.126751698
901,survived,0.364648384,0.635351616
902,died,0.899177007,0.100822993
903,died,0.903239865,0.096760135
904,died,0.886545823,0.113454177
905,survived,0.339174641,0.660825359
906,survived,0.326747544,0.673252456
907,died,0.886545823,0.113454177
908,died,0.877545975,0.122454025
909,survived,0.364648384,0.635351616
910,died,0.954155021,0.045844979
911,died,0.959682536,0.040317464
912,died,0.572372281,0.427627719
913,died,0.611344571,0.388655429
914,survived,0.114154946,0.885845054
915,died,0.993346444,0.006653556
916,died,0.994553464,0.005446536
917,died,0.993578252,0.006421748
918,died,0.995730061,0.004269939
919,died,0.995519339,0.004480661
920,survived,0.087322066,0.912677934
921,died,0.888492918,0.111507082
922,died,0.884482112,0.115517888
923,died,0.903239865,0.096760135
924,died,0.744684354,0.255315646
925,survived,0.163993079,0.836006921
926,survived,0.207270156,0.792729844
927,died,0.888492918,0.111507082
928,died,0.89519469,0.10480531
929,died,0.890327553,0.109672447
930,died,0.88687634,0.11312366
931,died,0.893674871,0.106325129
932,survived,0.356462133,0.643537867
933,died,0.884482112,0.115517888
934,died,0.88687634,0.11312366
935,survived,0.317670413,0.682329587
936,died,0.903239865,0.096760135
937,died,0.879986978,0.120013022
938,died,0.893674871,0.106325129
939,died,0.906924622,0.093075378
940,died,0.888492918,0.111507082
941,died,0.995015889,0.004984111
942,died,0.994002848,0.005997152
943,died,0.994553464,0.005446536
944,died,0.993578252,0.006421748
945,died,0.994716642,0.005283358
946,survived,0.08686268,0.91313732
947,survived,0.335196394,0.664803606
948,died,0.905427099,0.094572901
949,died,0.898867485,0.101132515
950,survived,0.358679317,0.641320683
951,survived,0.159271948,0.840728052
952,died,0.827846258,0.172153742
953,survived,0.228809461,0.771190539
954,died,0.906397149,0.093602851
955,died,0.877545975,0.122454025
956,died,0.89519469,0.10480531
957,died,0.907109326,0.092890674
958,died,0.999999998,1.96E-09
959,died,0.893674871,0.106325129
960,survived,0.331052689,0.668947311
961,died,0.907275781,0.092724219
962,survived,0.154550216,0.845449784
963,survived,0.202167812,0.797832188
964,survived,0.168706516,0.831293484
965,died,0.89519469,0.10480531
966,died,0.886545823,0.113454177
967,died,0.894447249,0.105552751
968,died,0.900321464,0.099678536
969,died,0.890327553,0.109672447
970,died,0.907554285,0.092445715
971,died,0.888492918,0.111507082
972,survived,0.317670413,0.682329587
973,died,0.939336678,0.060663322
974,died,0.949111195,0.050888805
975,died,0.529500415,0.470499585
976,survived,0.473059995,0.526940005
977,died,0.674256083,0.325743917
978,survived,0.11429772,0.88570228
979,died,0.884482112,0.115517888
980,died,0.901378632,0.098621368
981,died,0.903239865,0.096760135
982,died,0.904047856,0.095952144
983,survived,0.339174641,0.660825359
984,died,0.888492918,0.111507082
985,died,0.89699838,0.10300162
986,died,0.884482112,0.115517888
987,survived,0.335196394,0.664803606
988,died,0.902350749,0.097649251
989,died,0.897942838,0.102057162
990,survived,0.171087092,0.828912908
991,survived,0.26463933,0.73536067
992,died,0.877545975,0.122454025
993,died,0.907951126,0.092048874
994,died,0.89519469,0.10480531
995,died,0.868738017,0.131261983
996,died,0.87225114,0.12774886
997,died,0.893674871,0.106325129
998,died,0.89519469,0.10480531
999,died,0.904776424,0.095223576
1000,died,0.758416089,0.241583911
1001,survived,0.22211196,0.77788804
1002,died,0.903239865,0.096760135
1003,died,0.90187519,0.09812481
1004,died,0.907951126,0.092048874
1005,died,0.89519469,0.10480531
1006,died,0.782603382,0.217396618
1007,survived,0.191909246,0.808090754
1008,survived,0.214023841,0.785976159
1009,died,0.906001247,0.093998753
1010,survived,0.317670413,0.682329587
1011,survived,0.342163627,0.657836373
1012,died,0.804051493,0.195948507
1013,died,0.826739801,0.173260199
1014,survived,0.156089115,0.843910885
1015,died,0.860785661,0.139214339
1016,survived,0.266949076,0.733050924
1017,died,0.904047856,0.095952144
1018,died,0.899177007,0.100822993
1019,died,0.899177007,0.100822993
1020,died,0.907499437,0.092500563
1021,survived,0.440615196,0.559384804
1022,died,0.983014399,0.016985601
1023,died,0.923806495,0.076193505
1024,survived,0.345030059,0.654969941
1025,died,0.890327553,0.109672447
1026,died,0.886545823,0.113454177
1027,survived,0.297787642,0.702212358
1028,died,0.890327553,0.109672447
1029,died,0.890327553,0.109672447
1030,died,0.903653891,0.096346109
1031,survived,0.377019885,0.622980115
1032,died,0.905881911,0.094118089
1033,died,0.873100489,0.126899511
1034,died,0.879714124,0.120285876
1035,survived,0.358679317,0.641320683
1036,died,0.899760293,0.100239707
1037,died,0.888492918,0.111507082
1038,died,0.897942838,0.102057162
1039,died,0.906001247,0.093998753
1040,died,0.889815759,0.110184241
1041,survived,0.285171749,0.714828251
1042,died,0.907805791,0.092194209
1043,survived,0.282690886,0.717309114
1044,died,0.8972913,0.1027087
1045,died,0.897942838,0.102057162
1046,died,0.900321464,0.099678536
