,Predicted_Survived,NotSurvivedProbability,SurvivedProbability
761,0,0.780690639957766,0.219309360042234
762,0,0.776569408270575,0.223430591729425
763,0,0.785748462709776,0.214251537290224
764,1,0.214267738296768,0.785732261703232
765,0,0.792803153040931,0.207196846959069
766,1,0.230854536747478,0.769145463252522
767,0,0.779226272049391,0.22077372795061
770,0,0.778343656044664,0.221656343955336
771,0,0.782436927089063,0.217563072910937
772,1,0.200633659478451,0.799366340521549
773,0,0.776865952415715,0.223134047584285
774,0,0.784171307591316,0.215828692408684
775,0,0.784459216684923,0.215540783315077
777,0,0.781274061484182,0.218725938515818
778,0,0.777458036663068,0.222541963336932
779,1,0.206016758782756,0.793983241217244
780,1,0.203073942269844,0.796926057730156
781,1,0.202585001839537,0.797414998160463
782,0,0.781565274746224,0.218434725253777
783,0,0.790710309861664,0.209289690138336
784,0,0.778932400073906,0.221067599926094
785,0,0.814104087929777,0.185895912070223
786,1,0.26864702187741,0.73135297812259
787,0,0.777162161810729,0.222837838189271
788,0,0.776569408270575,0.223430591729425
789,0,0.785034047402135,0.214965952597865
791,0,0.75807733892461,0.24192266107539
792,0,0.8017067428954,0.1982932571046
793,0,0.801170660556226,0.198829339443774
794,0,0.785607562943749,0.214392437056251
795,1,0.193860742162067,0.806139257837933
797,0,0.78373882617161,0.21626117382839
798,0,0.78373882617161,0.21626117382839
800,0,0.777162161810729,0.222837838189271
804,0,0.779519810945671,0.220480189054329
807,1,0.293157153175029,0.706842846824971
808,1,0.286648696539148,0.713351303460852
810,0,0.824342720662629,0.175657279337371
811,0,0.778009585493801,0.221990414506199
812,1,0.217371983202014,0.782628016797986
815,0,0.779226272049391,0.22077372795061
818,0,0.778343656044664,0.221656343955336
819,1,0.199174831670726,0.800825168329274
821,0,0.748403032960126,0.251596967039874
822,0,0.805950183124426,0.194049816875574
823,0,0.783883069051539,0.216116930948461
824,1,0.251384309058807,0.748615690941193
825,0,0.783016374590216,0.216983625409784
826,0,0.896954556167298,0.103045443832702
827,0,0.895769091683804,0.104230908316196
828,0,0.897248932871297,0.102751067128703
829,0,0.500127424380521,0.499872575619479
830,0,0.503264661526809,0.496735338473191
831,0,0.897689013363347,0.102310986636653
832,0,0.746510226598215,0.253489773401785
833,1,0.156134362643478,0.843865637356522
834,0,0.786750655490699,0.213249344509301
835,0,0.781274061484182,0.218725938515818
837,0,0.777753577180592,0.222246422819408
838,0,0.847456317788828,0.152543682211172
839,0,0.845537992472897,0.154462007527103
840,0,0.777458036663068,0.222541963336932
841,1,0.203073942269844,0.796926057730156
842,1,0.199660659237839,0.800339340762161
845,0,0.815365246057082,0.184634753942918
846,1,0.269714573750454,0.730285426249546
847,0,0.777753577180592,0.222246422819408
848,0,0.778785339115739,0.221214660884261
849,0,0.848301947603821,0.151698052396179
850,0,0.814861691768684,0.185138308231316
851,0,0.778048783571567,0.221951216428432
852,1,0.280982091755623,0.719017908244377
854,0,0.779226272049391,0.22077372795061
856,0,0.775081659060956,0.224918340939044
858,0,0.779813016973406,0.220186983026594
860,1,0.200146935631857,0.799853064368143
861,1,0.20405313924842,0.79594686075158
862,1,0.202585001839537,0.797414998160463
863,1,0.202096501962717,0.797903498037283
864,0,0.780105890343643,0.219894109656357
865,1,0.205034081796025,0.794965918203975
867,1,0.172898231224765,0.827101768775235
868,1,0.246676503236912,0.753323496763088
869,0,0.784459216684923,0.215540783315077
870,0,0.780105890343643,0.219894109656357
871,1,0.204543393021075,0.795456606978925
874,0,0.784171307591316,0.215828692408684
876,0,0.780690639957766,0.219309360042234
878,1,0.271317776278064,0.728682223721936
879,1,0.270248726110653,0.729751273889347
881,0,0.780398431267821,0.219601568732179
882,0,0.778048783571567,0.221951216428432
884,0,0.777753577180592,0.222246422819408
885,0,0.785893828069185,0.214106171930815
886,0,0.812580675262006,0.187419324737994
889,0,0.781856156625167,0.218143843374833
890,0,0.779519810945671,0.220480189054329
891,0,0.778343656044664,0.221656343955336
892,0,0.781565274746224,0.218434725253777
893,0,0.780982516625688,0.219017483374312
894,0,0.780398431267821,0.219601568732179
895,0,0.798199592436885,0.201800407563115
896,1,0.235792721219397,0.764207278780603
897,0,0.786179765055996,0.213820234944004
898,0,0.781565274746224,0.218434725253777
899,0,0.777458036663068,0.222541963336932
900,1,0.165348950740403,0.834651049259597
905,0,0.778638194808953,0.221361805191047
906,0,0.781274061484182,0.218725938515818
907,0,0.779813016973406,0.220186983026594
908,1,0.267580483670478,0.732419516329522
909,1,0.268113625325357,0.731886374674643
910,0,0.781274061484182,0.218725938515818
911,0,0.776865952415715,0.223134047584285
912,0,0.778048783571567,0.221951216428432
913,0,0.780690639957766,0.219309360042234
914,0,0.778048783571567,0.221951216428432
915,0,0.781565274746224,0.218434725253777
916,0,0.778343656044664,0.221656343955336
917,1,0.173816274542481,0.826183725457519
918,0,0.770984866613997,0.229015133386003
920,0,0.777310141041751,0.222689858958249
925,0,0.782001473362753,0.217998526637247
926,0,0.784746796549398,0.215253203450602
933,1,0.339467395276364,0.660532604723636
934,0,0.845108739548211,0.154891260451789
935,1,0.155153451952612,0.844846548047388
936,0,0.863600743819833,0.136399256180167
937,1,0.248765774898173,0.751234225101827
938,1,0.235792721219397,0.764207278780603
939,0,0.801974311263737,0.198025688736263
940,1,0.169417514450326,0.830582485549674
942,0,0.779226272049391,0.22077372795061
944,1,0.209469625630484,0.790530374369516
948,1,0.202096501962717,0.797903498037283
950,0,0.779519810945671,0.220480189054329
951,0,0.780398431267821,0.219601568732179
952,0,0.780398431267821,0.219601568732179
953,0,0.778343656044664,0.221656343955336
954,0,0.778343656044664,0.221656343955336
960,0,0.781274061484182,0.218725938515818
961,0,0.782001473362753,0.217998526637247
964,0,0.782436927089063,0.217563072910937
965,0,0.783305602767124,0.216694397232876
966,0,0.778932400073906,0.221067599926094
967,1,0.203563321868452,0.796436678131548
968,1,0.21344099104895,0.78655900895105
969,0,0.817367386439718,0.182632613560282
970,1,0.272923192952952,0.727076807047048
971,0,0.813343751302723,0.186656248697277
973,0,0.780105890343643,0.219894109656357
975,0,0.815867590693997,0.184132409306003
976,1,0.270783127446468,0.729216872553532
978,0,0.777901222128866,0.222098777871134
979,0,0.779813016973406,0.220186983026594
980,0,0.786750655490699,0.213249344509301
981,1,0.202585001839537,0.797414998160463
982,0,0.781274061484182,0.218725938515818
986,0,0.778932400073906,0.221067599926094
987,0,0.778343656044664,0.221656343955336
991,0,0.780398431267821,0.219601568732179
993,1,0.206262697728694,0.793737302271306
996,0,0.782146707334744,0.217853292665256
997,0,0.781565274746224,0.218434725253777
1008,1,0.198689454302978,0.801310545697022
1009,1,0.208480966139053,0.791519033860947
1011,0,0.814356925858288,0.185643074141712
1012,1,0.267047598393652,0.732952401606348
1016,0,0.788030372259161,0.211969627740839
1018,0,0.778048783571567,0.221951216428432
1020,0,0.778932400073906,0.221067599926094
1021,0,0.778048783571567,0.221951216428432
1022,0,0.780105890343643,0.219894109656357
1025,0,0.779226272049391,0.22077372795061
1026,0,0.760800734037695,0.239199265962305
1027,1,0.184520906047253,0.815479093952747
1032,0,0.781856156625167,0.218143843374833
1041,1,0.203073942269844,0.796926057730156
1046,0,0.777162161810729,0.222837838189271
1047,0,0.778343656044664,0.221656343955336
1048,1,0.198689454302978,0.801310545697022
1049,1,0.153845532907536,0.846154467092464
1050,0,0.802508503577612,0.197491496422388
1051,1,0.245112852360979,0.754887147639021
1052,0,0.781565274746224,0.218434725253777
1057,0,0.811302776324536,0.188697223675464
1058,1,0.264387069522016,0.735612930477984
1059,1,0.205525204181178,0.794474795818822
1060,0,0.780105890343643,0.219894109656357
1061,1,0.200146935631857,0.799853064368143
1062,1,0.20405313924842,0.79594686075158
1063,0,0.778048783571567,0.221951216428432
1064,0,0.783883069051539,0.216116930948461
1065,0,0.783305602767124,0.216694397232876
1066,0,0.778048783571567,0.221951216428432
1067,0,0.780252202348259,0.219747797651741
1068,1,0.202096501962717,0.797903498037283
1069,0,0.789585494198631,0.210414505801369
1076,0,0.778638194808953,0.221361805191047
1080,1,0.202096501962717,0.797903498037283
1083,0,0.761741989985751,0.238258010014249
1084,0,0.780105890343643,0.219894109656357
1085,0,0.77189229986481,0.22810770013519
1087,1,0.206508744205317,0.793491255794683
1088,0,0.780105890343643,0.219894109656357
1089,0,0.781274061484182,0.218725938515818
1090,0,0.777753577180592,0.222246422819408
1091,1,0.202585001839537,0.797414998160463
1092,1,0.201120829401439,0.798879170598561
1093,0,0.777753577180592,0.222246422819408
1094,0,0.776569408270575,0.223430591729425
1095,1,0.206508744205317,0.793491255794683
1097,0,0.858343415984191,0.141656584015809
1098,0,0.859133824272384,0.140866175727616
1099,1,0.377856522542884,0.622143477457116
1100,1,0.380634492173807,0.619365507826193
1101,1,0.130709925369833,0.869290074630167
1102,0,0.881836693762764,0.118163306237236
1103,0,0.882838028735203,0.117161971264797
1104,0,0.882004134830076,0.117995865169924
1105,0,0.88432520648226,0.11567479351774
1106,0,0.883996252538631,0.116003747461369
1107,1,0.119084043774917,0.880915956225083
1108,0,0.778048783571567,0.221951216428432
1109,0,0.777458036663068,0.222541963336932
1111,0,0.781274061484182,0.218725938515818
1112,0,0.797314423266199,0.202685576733801
1113,1,0.236822912660755,0.763177087339245
1114,1,0.164899588652305,0.835100411347695
1118,0,0.778048783571567,0.221951216428432
1119,0,0.779226272049391,0.22077372795061
1120,0,0.778343656044664,0.221656343955336
1121,0,0.81460946038929,0.18539053961071
1126,0,0.778932400073906,0.221067599926094
1127,1,0.205034081796025,0.794965918203975
1128,0,0.777458036663068,0.222541963336932
1130,0,0.81460946038929,0.18539053961071
1131,1,0.200146935631857,0.799853064368143
1132,0,0.781274061484182,0.218725938515818
1134,0,0.776865952415715,0.223134047584285
1135,0,0.778932400073906,0.221067599926094
1140,0,0.783016374590216,0.216983625409784
1141,0,0.778048783571567,0.221951216428432
1142,0,0.883335724709041,0.116664275290959
1143,0,0.882338353946527,0.117661646053473
1144,0,0.882838028735203,0.117161971264797
1145,0,0.882004134830076,0.117995865169924
1146,0,0.883004146936805,0.116995853063195
1147,1,0.118319580021715,0.881680419978285
1148,1,0.202096501962717,0.797903498037283
1149,0,0.782146707334744,0.217853292665256
1153,0,0.820824941545194,0.179175058454806
1154,1,0.282060450701391,0.717939549298609
1157,1,0.236307644694512,0.763692355305488
1158,0,0.801974311263737,0.198025688736263
1159,1,0.171696520087435,0.828303479912565
1161,0,0.786465374123335,0.213534625876665
1162,0,0.776569408270575,0.223430591729425
1166,0,0.779226272049391,0.22077372795061
1170,0,0.783161029954043,0.216838970045957
1172,0,0.941861302772788,0.0581386972272123
1182,0,0.778932400073906,0.221067599926094
1183,1,0.201608444022806,0.798391555977194
1184,0,0.783305602767124,0.216694397232876
1188,1,0.235792721219397,0.764207278780603
1189,1,0.164002499141672,0.835997500858328
1190,1,0.23733852365167,0.76266147634833
1191,0,0.779226272049391,0.22077372795061
1192,0,0.777753577180592,0.222246422819408
1193,0,0.779079377709699,0.220920622290301
1197,0,0.780398431267821,0.219601568732179
1202,0,0.778343656044664,0.221656343955336
1204,0,0.783594500848913,0.216405499151087
1205,0,0.778048783571567,0.221951216428432
1206,1,0.200146935631857,0.799853064368143
1207,0,0.850291623115572,0.149708376884428
1208,0,0.851537038987825,0.148462961012175
1209,1,0.358056531434343,0.641943468565657
1210,1,0.354167557591568,0.645832442408432
1211,0,0.772756705671444,0.227243294328555
1212,1,0.195421300333503,0.804578699666497
1218,0,0.777458036663068,0.222541963336932
1219,0,0.780690639957766,0.219309360042234
1221,0,0.781274061484182,0.218725938515818
1223,0,0.781565274746224,0.218434725253777
1224,1,0.202585001839537,0.797414998160463
1225,0,0.778048783571567,0.221951216428432
1226,0,0.789444526613147,0.210555473386853
1227,0,0.777458036663068,0.222541963336932
1228,1,0.202096501962717,0.797903498037283
1229,0,0.780982516625688,0.219017483374312
1230,0,0.779813016973406,0.220186983026594
1231,1,0.172898231224765,0.827101768775235
1232,1,0.250335979799926,0.749664020200074
1233,0,0.776569408270575,0.223430591729425
1234,0,0.784746796549398,0.215253203450602
1235,0,0.779226272049391,0.22077372795061
1236,0,0.793222191606193,0.206777808393807
1237,0,0.775975314902156,0.224024685097844
1238,0,0.778932400073906,0.221067599926094
1239,0,0.779226272049391,0.22077372795061
1240,0,0.781856156625167,0.218143843374833
1241,0,0.759040691231582,0.240959308768418
1245,1,0.243552076805836,0.756447923194164
1249,0,0.781274061484182,0.218725938515818
1252,0,0.780836619781202,0.219163380218798
1253,0,0.784746796549398,0.215253203450602
1255,0,0.779226272049391,0.22077372795061
1257,0,0.799013688679366,0.200986311320635
1258,1,0.239921672604149,0.760078327395851
1259,1,0.16624930363512,0.83375069636488
1260,0,0.782436927089063,0.217563072910937
1261,1,0.200146935631857,0.799853064368143
1262,1,0.222471319800391,0.777528680199609
1264,0,0.800229477745184,0.199770522254816
1265,0,0.758552826970605,0.241447173029395
1266,1,0.157784645384508,0.842215354615492
1267,0,0.806736926110022,0.193263073889978
1268,1,0.250859992816375,0.749140007183625
1270,0,0.781565274746224,0.218434725253777
1271,0,0.780105890343643,0.219894109656357
1272,0,0.780105890343643,0.219894109656357
1273,0,0.785607562943749,0.214392437056251
1274,1,0.337251325665181,0.662748674334819
1275,0,0.871717268467864,0.128282731532136
1276,0,0.842946230279452,0.157053769720548
1277,1,0.273458816974445,0.726541183025555
1278,0,0.778343656044664,0.221656343955336
1279,0,0.777753577180592,0.222246422819408
1280,1,0.19820452850517,0.80179547149483
1281,0,0.778343656044664,0.221656343955336
1282,0,0.778343656044664,0.221656343955336
1286,0,0.781419709551434,0.218580290448566
1287,1,0.209964587590889,0.790035412409111
1288,0,0.786750655490699,0.213249344509301
1289,0,0.812835338729947,0.187164661270053
1290,0,0.813597500897472,0.186402499102529
1291,1,0.282060450701391,0.717939549298609
1295,0,0.780252202348259,0.219747797651741
1296,0,0.778048783571567,0.221951216428432
1297,0,0.779813016973406,0.220186983026594
1299,0,0.782436927089063,0.217563072910937
1300,0,0.815113620242537,0.184886379757463
1301,1,0.264918650690008,0.735081349309992
1302,0,0.785177549517135,0.214822450482865
1305,1,0.264652827040322,0.735347172959678
1307,0,0.779666455554925,0.220333544445075
1308,0,0.779813016973406,0.220186983026594
1309,0,0.780398431267821,0.219601568732179
